ID,post_parent,sku,post_title,post_excerpt,post_content,post_status,regular_price,sale_price,stock_status,stock,manage_stock,weight,length,width,height,images,tax:product_type,tax:product_cat,tax:product_tag,visibility,featured,downloadable,virtual,backorders,low_stock_amount,menu_order,tax_status,tax_class,shipping_class,attribute:Baleni_obsahuje,attribute:Barva,attribute:Délka rukávu,attribute:Gard,attribute:Hmotnost,attribute:Kapacita,attribute:Kolekce,attribute:Materiál,attribute:Objem,attribute:Pocet_raket,attribute:Pohlaví,attribute:Povrch,attribute:Rozmery,attribute:Sport,attribute:Technologie,attribute:Typ_mice,attribute:Typ_spojeni_zaplaty,attribute:Velikost,attribute:Velikost_hlavy,attribute:Velikost_mice,attribute:Vyvazeni_rakety,attribute:Vzor_vypletu,attribute:Zapínání,attribute:pa_velikost,attribute_data:Baleni_obsahuje,attribute_data:Barva,attribute_data:Délka rukávu,attribute_data:Gard,attribute_data:Hmotnost,attribute_data:Kapacita,attribute_data:Kolekce,attribute_data:Materiál,attribute_data:Objem,attribute_data:Pocet_raket,attribute_data:Pohlaví,attribute_data:Povrch,attribute_data:Rozmery,attribute_data:Sport,attribute_data:Technologie,attribute_data:Typ_mice,attribute_data:Typ_spojeni_zaplaty,attribute_data:Velikost,attribute_data:Velikost_hlavy,attribute_data:Velikost_mice,attribute_data:Vyvazeni_rakety,attribute_data:Vzor_vypletu,attribute_data:Zapínání,attribute_data:pa_velikost,attribute_default:pa_velikost,meta:attribute_baleni_obsahuje,meta:attribute_barva,meta:attribute_délka rukávu,meta:attribute_gard,meta:attribute_hmotnost,meta:attribute_kapacita,meta:attribute_kolekce,meta:attribute_materiál,meta:attribute_objem,meta:attribute_pa_velikost,meta:attribute_pocet_raket,meta:attribute_pohlaví,meta:attribute_povrch,meta:attribute_rozmery,meta:attribute_sport,meta:attribute_technologie,meta:attribute_typ_mice,meta:attribute_typ_spojeni_zaplaty,meta:attribute_velikost,meta:attribute_velikost_hlavy,meta:attribute_velikost_mice,meta:attribute_vyvazeni_rakety,meta:attribute_vzor_vypletu,meta:attribute_zapínání,parent_sku
1010,1000,019228_10,Pánské kopačky turfy Adidas Mundial Team TF černé 42,Velikost: 42,,publish,3503.8749,3236.76,instock,61,yes,0.9,,,,,,,,visible,no,no,no,no,,10,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,019228
1011,1000,019228_11,Pánské kopačky turfy Adidas Mundial Team TF černé 42 2/3,Velikost: 42 2/3,,publish,3503.8749,3236.76,instock,35,yes,0.9,,,,,,,,visible,no,no,no,no,,11,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 2/3,,,,,,,,,,,,,,,019228
1012,1000,019228_12,Pánské kopačky turfy Adidas Mundial Team TF černé 43 1/3,Velikost: 43 1/3,,publish,3503.8749,3236.76,instock,67,yes,0.9,,,,,,,,visible,no,no,no,no,,12,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 1/3,,,,,,,,,,,,,,,019228
1013,1000,019228_13,Pánské kopačky turfy Adidas Mundial Team TF černé 44,Velikost: 44,,publish,3503.8749,3236.76,instock,119,yes,0.9,,,,,,,,visible,no,no,no,no,,13,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,019228
1014,1000,019228_14,Pánské kopačky turfy Adidas Mundial Team TF černé 44 2/3,Velikost: 44 2/3,,publish,3503.8749,3236.76,instock,52,yes,0.9,,,,,,,,visible,no,no,no,no,,14,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 2/3,,,,,,,,,,,,,,,019228
1015,1000,019228_15,Pánské kopačky turfy Adidas Mundial Team TF černé 45 1/3,Velikost: 45 1/3,,publish,3503.8749,3236.76,instock,51,yes,0.9,,,,,,,,visible,no,no,no,no,,15,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 1/3,,,,,,,,,,,,,,,019228
1016,1000,019228_16,Pánské kopačky turfy Adidas Mundial Team TF černé 46,Velikost: 46,,publish,3503.8749,3236.76,instock,59,yes,0.9,,,,,,,,visible,no,no,no,no,,16,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,019228
1017,1000,019228_17,Pánské kopačky turfy Adidas Mundial Team TF černé 46 2/3,Velikost: 46 2/3,,publish,3503.8749,3236.76,instock,46,yes,0.9,,,,,,,,visible,no,no,no,no,,17,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 2/3,,,,,,,,,,,,,,,019228
1018,1000,019228_18,Pánské kopačky turfy Adidas Mundial Team TF černé 47 1/3,Velikost: 47 1/3,,publish,3503.8749,3236.76,instock,19,yes,0.9,,,,,,,,visible,no,no,no,no,,18,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 1/3,,,,,,,,,,,,,,,019228
1019,1000,019228_19,Pánské kopačky turfy Adidas Mundial Team TF černé 48,Velikost: 48,,publish,3503.8749,3236.76,instock,21,yes,0.9,,,,,,,,visible,no,no,no,no,,19,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,019228
1020,1000,019228_20,Pánské kopačky turfy Adidas Mundial Team TF černé 48 2/3,Velikost: 48 2/3,,publish,3503.8749,3236.76,instock,9,yes,0.9,,,,,,,,visible,no,no,no,no,,20,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 2/3,,,,,,,,,,,,,,,019228
1021,,019310,Pánské sálové kopačky Adidas Mundial Goal IN černé,"Pánské sálové kopačky Adidas Mundial Goal IN v černém provedení jsou špičkovou volbou pro fotbalisty, kteří hrají na hale nebo v jiných indoorových prostorách. Tyto kopačky jsou součástí ikonické řady Mundial Goal od značky Adidas, která je známá svým vynikajícím designem a kvalitou.

Hlavní výhodou těchto kopaček je jejich precizní konstrukce a výkon. Jsou vyrobeny z prvotřídního materiálu, který poskytuje vysokou odolnost a dlouhou životnost. Pánské sálové kopačky Adidas Mundial Goal IN mají elegantní design s kombinací černé barvy a bílých prvků, což jim dodává šmrnc a styl.",,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,Variable,Muži > Pánské boty,,visible,no,no,no,no,,0,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,36|36 2/3|37 1/3|38|38 2/3|39 1/3|40|40 2/3|41 1/3|42|42 2/3|43 1/3|44|44 2/3|45 1/3|46|46 2/3|47 1/3|48|48 2/3|49 1/3|50 2/3,,,,,,,,,,,,,,,,,,,,,,,,0|1|1,36,,,,,,,,,,,,,,,,,,,,,,,,,
1022,1021,019310_1,Pánské sálové kopačky Adidas Mundial Goal IN černé 36,Velikost: 36,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,1,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,019310
1023,1021,019310_2,Pánské sálové kopačky Adidas Mundial Goal IN černé 36 2/3,Velikost: 36 2/3,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,2,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 2/3,,,,,,,,,,,,,,,019310
1024,1021,019310_3,Pánské sálové kopačky Adidas Mundial Goal IN černé 37 1/3,Velikost: 37 1/3,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,3,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 1/3,,,,,,,,,,,,,,,019310
1025,1021,019310_4,Pánské sálové kopačky Adidas Mundial Goal IN černé 38,Velikost: 38,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,4,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,019310
1026,1021,019310_5,Pánské sálové kopačky Adidas Mundial Goal IN černé 38 2/3,Velikost: 38 2/3,,publish,3595.2761,3449.67,instock,4,yes,0.9,,,,,,,,visible,no,no,no,no,,5,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 2/3,,,,,,,,,,,,,,,019310
1027,1021,019310_6,Pánské sálové kopačky Adidas Mundial Goal IN černé 39 1/3,Velikost: 39 1/3,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,6,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 1/3,,,,,,,,,,,,,,,019310
1028,1021,019310_7,Pánské sálové kopačky Adidas Mundial Goal IN černé 40,Velikost: 40,,publish,3595.2761,3449.67,instock,1,yes,0.9,,,,,,,,visible,no,no,no,no,,7,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,019310
1029,1021,019310_8,Pánské sálové kopačky Adidas Mundial Goal IN černé 40 2/3,Velikost: 40 2/3,,publish,3595.2761,3449.67,instock,4,yes,0.9,,,,,,,,visible,no,no,no,no,,8,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 2/3,,,,,,,,,,,,,,,019310
1030,1021,019310_9,Pánské sálové kopačky Adidas Mundial Goal IN černé 41 1/3,Velikost: 41 1/3,,publish,3595.2761,3449.67,instock,17,yes,0.9,,,,,,,,visible,no,no,no,no,,9,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 1/3,,,,,,,,,,,,,,,019310
1031,1021,019310_10,Pánské sálové kopačky Adidas Mundial Goal IN černé 42,Velikost: 42,,publish,3595.2761,3449.67,instock,20,yes,0.9,,,,,,,,visible,no,no,no,no,,10,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,019310
1032,1021,019310_11,Pánské sálové kopačky Adidas Mundial Goal IN černé 42 2/3,Velikost: 42 2/3,,publish,3600.0638,3449.67,instock,17,yes,0.9,,,,,,,,visible,no,no,no,no,,11,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 2/3,,,,,,,,,,,,,,,019310
1033,1021,019310_12,Pánské sálové kopačky Adidas Mundial Goal IN černé 43 1/3,Velikost: 43 1/3,,publish,3600.0638,3449.67,instock,13,yes,0.9,,,,,,,,visible,no,no,no,no,,12,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 1/3,,,,,,,,,,,,,,,019310
1034,1021,019310_13,Pánské sálové kopačky Adidas Mundial Goal IN černé 44,Velikost: 44,,publish,3600.0638,3449.67,instock,2,yes,0.9,,,,,,,,visible,no,no,no,no,,13,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,019310
1035,1021,019310_14,Pánské sálové kopačky Adidas Mundial Goal IN černé 44 2/3,Velikost: 44 2/3,,publish,3600.0638,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,14,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 2/3,,,,,,,,,,,,,,,019310
1036,1021,019310_15,Pánské sálové kopačky Adidas Mundial Goal IN černé 45 1/3,Velikost: 45 1/3,,publish,3600.0638,3449.67,instock,5,yes,0.9,,,,,,,,visible,no,no,no,no,,15,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 1/3,,,,,,,,,,,,,,,019310
1037,1021,019310_16,Pánské sálové kopačky Adidas Mundial Goal IN černé 46,Velikost: 46,,publish,3600.0638,3449.67,instock,13,yes,0.9,,,,,,,,visible,no,no,no,no,,16,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,019310
1038,1021,019310_17,Pánské sálové kopačky Adidas Mundial Goal IN černé 46 2/3,Velikost: 46 2/3,,publish,3600.0638,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,17,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 2/3,,,,,,,,,,,,,,,019310
1039,1021,019310_18,Pánské sálové kopačky Adidas Mundial Goal IN černé 47 1/3,Velikost: 47 1/3,,publish,3595.2761,3449.67,instock,2,yes,0.9,,,,,,,,visible,no,no,no,no,,18,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 1/3,,,,,,,,,,,,,,,019310
1040,1021,019310_19,Pánské sálové kopačky Adidas Mundial Goal IN černé 48,Velikost: 48,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,19,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,019310
1041,1021,019310_20,Pánské sálové kopačky Adidas Mundial Goal IN černé 48 2/3,Velikost: 48 2/3,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,20,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 2/3,,,,,,,,,,,,,,,019310
1042,1021,019310_21,Pánské sálové kopačky Adidas Mundial Goal IN černé 49 1/3,Velikost: 49 1/3,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,21,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49 1/3,,,,,,,,,,,,,,,019310
1043,1021,019310_22,Pánské sálové kopačky Adidas Mundial Goal IN černé 50 2/3,Velikost: 50 2/3,,publish,3595.2761,3449.67,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,22,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 2/3,,,,,,,,,,,,,,,019310
1044,,015110,Pánské kopačky lisovky adidas Copa Mundial černé,"Pánské kopačky lisovky Adidas Copa Mundial v černém provedení jsou synonymem pro klasický styl a vynikající výkon na fotbalovém hřišti. Tyto kopačky jsou dlouholetým favoritem mezi profesionálními hráči a jsou známé pro svou kvalitu a trvanlivost.

Hlavním rysem těchto kopaček je jejich tradiční design a prvotřídní zpracování. Jsou vyrobeny z vysoce kvalitního kůže, která poskytuje dokonalý pocit a kontrolu při doteku s míčem. Černá barva dodává kopačkám elegantní a sofistikovaný vzhled.",,publish,4404.5693,4110.45,outofstock,0,yes,9.0,,,,,Variable,Muži > Pánské boty,,visible,no,no,no,no,,0,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,36|36 2/3|37 1/3|38|38 2/3|39 1/3|40|40 2/3|41 1/3|42|42 2/3|43 1/3|44|44 2/3|45 1/3|46|46 2/3|47 1/3|48|48 2/3|49 1/3|50|50 2/3|51 1/3,,,,,,,,,,,,,,,,,,,,,,,,0|1|1,36,,,,,,,,,,,,,,,,,,,,,,,,,
1045,1044,015110_1,Pánské kopačky lisovky adidas Copa Mundial černé 36,Velikost: 36,,publish,4404.5693,4110.45,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,1,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,015110
1046,1044,015110_2,Pánské kopačky lisovky adidas Copa Mundial černé 36 2/3,Velikost: 36 2/3,,publish,4404.5693,4110.45,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,2,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36 2/3,,,,,,,,,,,,,,,015110
1047,1044,015110_3,Pánské kopačky lisovky adidas Copa Mundial černé 37 1/3,Velikost: 37 1/3,,publish,4404.5693,4110.45,outofstock,0,yes,0.9,,,,,,,,visible,no,no,no,no,,3,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37 1/3,,,,,,,,,,,,,,,015110
1048,1044,015110_4,Pánské kopačky lisovky adidas Copa Mundial černé 38,Velikost: 38,,publish,4404.5693,4110.45,outofstock,0,yes,9.0,,,,,,,,visible,no,no,no,no,,4,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,015110
1049,1044,015110_5,Pánské kopačky lisovky adidas Copa Mundial černé 38 2/3,Velikost: 38 2/3,,publish,4404.5693,4110.45,outofstock,0,yes,9.0,,,,,,,,visible,no,no,no,no,,5,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38 2/3,,,,,,,,,,,,,,,015110
1050,1044,015110_6,Pánské kopačky lisovky adidas Copa Mundial černé 39 1/3,Velikost: 39 1/3,,publish,4404.5693,4110.45,outofstock,0,yes,9.0,,,,,,,,visible,no,no,no,no,,6,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 1/3,,,,,,,,,,,,,,,015110
1051,1044,015110_7,Pánské kopačky lisovky adidas Copa Mundial černé 40,Velikost: 40,,publish,4404.5693,4110.45,outofstock,0,yes,9.0,,,,,,,,visible,no,no,no,no,,7,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,015110
1052,1044,015110_8,Pánské kopačky lisovky adidas Copa Mundial černé 40 2/3,Velikost: 40 2/3,,publish,4420.5784,4110.45,instock,3,yes,9.0,,,,,,,,visible,no,no,no,no,,8,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 2/3,,,,,,,,,,,,,,,015110
1053,1044,015110_9,Pánské kopačky lisovky adidas Copa Mundial černé 41 1/3,Velikost: 41 1/3,,publish,4404.5693,4110.45,instock,4,yes,9.0,,,,,,,,visible,no,no,no,no,,9,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41 1/3,,,,,,,,,,,,,,,015110
1054,1044,015110_10,Pánské kopačky lisovky adidas Copa Mundial černé 42,Velikost: 42,,publish,4420.5784,4110.45,instock,18,yes,0.9,,,,,,,,visible,no,no,no,no,,10,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,015110
1055,1044,015110_11,Pánské kopačky lisovky adidas Copa Mundial černé 42 2/3,Velikost: 42 2/3,,publish,4420.5784,4110.45,instock,15,yes,0.9,,,,,,,,visible,no,no,no,no,,11,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 2/3,,,,,,,,,,,,,,,015110
1056,1044,015110_12,Pánské kopačky lisovky adidas Copa Mundial černé 43 1/3,Velikost: 43 1/3,,publish,4420.5784,4110.45,instock,13,yes,0.9,,,,,,,,visible,no,no,no,no,,12,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43 1/3,,,,,,,,,,,,,,,015110
1057,1044,015110_13,Pánské kopačky lisovky adidas Copa Mundial černé 44,Velikost: 44,,publish,4420.5784,4110.45,instock,6,yes,9.0,,,,,,,,visible,no,no,no,no,,13,taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,015110
